,Playlist_ID,Video_ID,Video_Name,Video_Description,Video_Published_Date,Video_Published_Time,Video_Duration,Video_Caption,Video_ViewCount,Video_LikeCount,Video_CommentCount,Video_FavoriteCount
10,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,ogChrFipkE4,2 TANDOORI WHOLE CHICKEN EATING🔥 GREEN WHOLE CHICKEN AND RED WHOLE CHICKEN | BIG BITES |EATING SHOW,"Green Whole Chicken Recipe 

https://youtu.be/GN0aqncAmEE






Red Whole Chicken Recipe 

https://youtu.be/aJgVFLyL7cc





Mayonnaise Amazon Link 

https://amzn.to/36TIBll





Schezwan Chutney Amazon Link 

https://amzn.to/3zyhSaz





Tomato Ketchup Amazon Link 

https://amzn.to/3i02rlj






#greenwholechicken
#redwholechicken
#bigbites
#indianmukbang
#mukbang
#asmrvideos
#asmreating
#eatingshow
#foodchallenge
#eatingchallenge
#foodeatingvideos






Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz






Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:16:19,13 min 16 sec,false,3460345,63209,3657,0
11,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,ZV5Ia64JeEw,50 CHICKEN LOLLIPOP EATING CHALLENGE 🍗 50 FRIED CHICKEN DRUMSTICKS CHALLENGE| FOOD CHALLENGE VIDEOS,"Chicken Lollipop Recipe 

https://youtu.be/zo_rv_JSIy4






Schezwan Chutney Amazon Link

https://amzn.to/3fSoMAe







#50chickenlollipop
#lollipopchallenge
#spicychicken
#bigbites
#bigbitesmukbang
#indianmukbang
#spicyfood
#foodchallenge
#eatingchallenge
#messyeating
#eatingshow
#asmrmukbang
#asmreating
#asmrvideos
#asmrfoodeating






Talk to me On Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:18:20,12 min 23 sec,false,9283318,189560,9674,0
12,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,R4RU_LEel4c,100 MOMO EATING CHALLENGE 🥟 100 DUMPLINGS EATING CHALLENGE|EATING CHALLENGE |FOOD CHALLENGE VIDEOS,"BUY WOW APP - http://onelink.to/dups86

WOW life science Super Green capsules- https://bit.ly/3eyHR9U






Chicken Momo Recipe 

https://youtu.be/qA3ivWzdlhw






Veg Momo Recipe 

https://youtu.be/ZgiwyOL-Et4






#100momochallenge
#momoeatingchallenge
#momochallenge
#foodchallenge
#eatingchallenge
#indianmukbang
#indianfood
#dumplingschallenge
#asmrvideos
#asmrmukbang
#eatingshow
#asmreating
#spicyfoodeating







Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:19:17,11 min 40 sec,false,17624981,259268,16596,0
13,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,fLuAqTqjkFY,"1 KG SPICY BOMBAY CHICKEN BIRYANI 🍗 WITH 3 BIG SPICY CHICKEN LEG PIECE CURRY, RAITA |FOOD CHALLENGE","Bombay Chicken Biryani Recipe 

https://youtu.be/j35pVYL-G-U





Chicken Curry Recipe 

https://youtu.be/8saDuxkHDWs





Raita Recipe 

https://youtu.be/IhajKHSv5jA",03-03-2022,10:40:13,11 min 57 sec,false,4716031,80504,2386,0
14,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,EH_s32ug94A,20 BIGGEST CHICKEN SHAWARMA EATING CHALLENGE 🌯 SHAWARMA EATING CHALLENGE | FOOD EATING CHALLENGE🔥,"Veg Shawarma Recipe 

https://youtu.be/v_lCS3LsWJY





Chicken Shawarma Recipe 

https://youtu.be/yNVqR-yM-L4",03-03-2022,10:41:28,11 min 25 sec,false,1802337,46562,1327,0
15,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,Ct3uaW6aBBk,SPICY INDONESIAN NOODLES EATING CHALLENGE 🔥 WITH SPICY CHICKEN LOLLIPOP AND SUNNY SIDE UP EGGS 🍗🍳,"Spicy Indonesian Noodles Recipe 

https://youtu.be/UdA8IT3cIlI





Chicken Lollipop Recipe 

https://youtu.be/zo_rv_JSIy4





Sunny Side Up Egg Recipe 

https://youtu.be/MX_hill68A0",03-03-2022,10:41:39,12 min 13 sec,false,4828968,86740,3708,0
16,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,60YEPCKhOP4,IT MIGHT BE MY LAST VIDEO💀😢5 PACKET WORLDS HOTTEST JOLOCHIP CHALLENGE🔥+3X FIRE NOODLES CHALLENGE,"Jolochip Amazon Link

https://amzn.to/3FMx2eV





3X Fire Noodles Amazon Link

https://amzn.to/3qJKb4f",03-03-2022,10:42:01,12 min 55 sec,false,8486765,210991,7757,0
17,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,5mDjX50nq6w,LOTS OF SPICY EGG MASALA WITH PURI EATING CHALLENGE 😱EGG EATING CHALLENGE | FOOD EATING CHALLENGE🔥,"Egg Tawa Fry Recipe 

https://youtu.be/MHzbz1ppxwQ





Egg Ghee Roast Recipe 

https://youtu.be/bax77xCAyCw",03-03-2022,10:42:30,11 min  sec,false,4155702,63370,2736,0
18,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,_s8ev6WWlnM,50 TYPES OF DIFFERENT INDIAN DESSERTS EATING CHALLENGE 🍧🤤 INDIAN SWEETS EATING CHALLENGE | MUKBANG,"Bengali Kheer Recipe 

https://youtu.be/TrUZQLmdyAY




Rasgulla Recipe 

https://youtu.be/Fh2suV8iotM




Kalakand Recipe

https://youtu.be/edfd56GPczU




Langcha Recipe 

https://youtu.be/_aXHKxlhMBc





KachaGolla Recipe 

https://youtu.be/Rw1fstaGbxs




Misti Doi Recipe

https://youtu.be/rORWlLuQrWA





Pasta Kheer Recipe

https://youtu.be/kaM7Vt1Tyvg







Talk to me on Instagram

 https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",03-03-2022,11:36:10,11 min 53 sec,false,4461294,66650,3227,0
19,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,cE8ELQZk7e4,CHEESIEST CHICKEN PIZZA 🍕 CHICKEN SHAWARMA BURGERS 🍔 TANDOORI MOMOS 🥟 ANIMAL STYLE FRIES & IMARTI,"Tandoori Momo Recipe

https://youtu.be/vc24zXeuDf4


New Drink Amazon Link

https://amzn.to/3iknU7V




Animal Style Fries Recipe 

https://youtu.be/dCiYbn2gaz8



Pasta Pizza Recipe

https://youtu.be/DBQPXWZGnjs




No Oven Pizza Recipe

https://youtu.be/x7AqKv-5JCw




Alu Pizza Recipe 

https://youtu.be/poVzgZcMUBA




Maggi Pizza Recipe 

https://youtu.be/HLn29jFwMQ4",20-03-2022,07:42:24,12 min 36 sec,false,5594140,85828,4724,0
20,PL4f1fCd16xlLWMCUOlVg2YJ-grliOhTBS,IIv3eCEG464,2 KG SPICY MUTTON CHAAP CURRY 🔥 MONSTER PRAWNS GHEE ROAST 🦐 TOMATO OMELETTE AND GULAB JAMUN,"Mutton Chaap Curry Recipe 

https://youtu.be/CO6gIliXeos





Prawns Ghee Roast Recipe 

https://youtu.be/YmXVQg-PgMk





Extra Gravy Recipe 

https://youtu.be/bKrvIk8KQPY",06-04-2022,18:22:49,12 min 26 sec,false,3579233,59539,2328,0
21,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,2gegPOK0Hh8,"HOT FLAMING CHEETOS WITH MAC N CHEESE, SPICY CHICKEN SHAWARMA AND SPICY CHICKEN WINGS 🔥 EATING SHOW","Mac N Cheese With Cheetos Recipe 

https://youtu.be/LJZiJNmKHPA





Chicken Shawarma Recipe 

https://youtu.be/yNVqR-yM-L4






Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:07:28,11 min 52 sec,false,1891303,38536,2183,0
22,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,ce1yqTJJzQM,"CHICKEN BARBECUE DRUMSTICKS, CHICKEN SUPREME PIZZA, CHICKEN HAKKA NOODLES, BURGERS🍔 CHICKEN SAUSAGE","Chicken Sausage Recipe 

https://youtu.be/r48fUyVmKik





Chicken Barbecue Recipe 

https://youtu.be/PeM3nONqQDE





Schezwan Chutney Recipe 

https://youtu.be/oxDpeqH3_cQ





Chicken Burger Recipe 

https://youtu.be/fzTnZjojUa4





Veg Burger Recipe 

https://youtu.be/1TF_tigP69U





Chicken Hakka Noodles Recipe 

https://youtu.be/AS6Xado1YkE






Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:08:38,12 min 40 sec,false,2967855,61649,2822,0
23,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,k4fObTJJuj0,SPICY CHICKEN LOLLIPOP 🍗 CREAMY FETTUCCINE ALFREDO PASTA 🍝AND TANDOORI MOMOS | FOOD EATING VIDEOS,"Fettuccine Alfredo Pasta Recipe 

https://youtu.be/TE13nhp_bBw






Tandoori Momo Recipe 

https://youtu.be/vc24zXeuDf4





Chicken Lollipop Recipe 

https://youtu.be/zo_rv_JSIy4





Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz




Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:10:20,12 min 18 sec,false,1948058,46965,2630,0
24,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,fOa5b5fpJfg,SPICY CHICKEN SHAWARMA 🔥 CHICKEN SUPREME PIZZA🍕 CHICKEN LOLLIPOP🍗 VEGETABLE MAGGI AND BOILED EGGS,"Chicken Lollipop Recipe 

https://youtu.be/zo_rv_JSIy4






Vegetable Maggi Recipe 

https://youtu.be/Cb5x8z7ql-o





Chicken Shawarma Recipe 

https://youtu.be/yNVqR-yM-L4





Pasta Pizza Recipe 

https://youtu.be/DBQPXWZGnjs





Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:11:48,12 min 35 sec,false,2074857,49629,2540,0
25,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,eYBUDwltQYE,SPICY CHILLI GARLIC BROAD NOODLES 🔥 AND CHICKEN SAUSAGE STICKS WITH CHICKEN BAO BUNS | EATING SHOW,"Chilli Garlic Broad Noodles Recipe 

https://youtu.be/QsLWviAxI9k





Chicken Bao Bun Recipe 

https://youtu.be/85crh12SqBc





Veg Bao Bun Recipe 

https://youtu.be/Ro6_zyA6Go4





Chicken Sausage Recipe

https://youtu.be/r48fUyVmKik






#broadnoodles
#chickenbaobun
#chickensausage
#asmrvideos 
#asmrmukbang 
#bigbites 
#eatingchallenge 
#eatingshow 
#foodchallenge 
#mukbang 
#spicyfood 
#asmreating 
#indianmukbang





Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz




Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:11:55,12 min 46 sec,false,2167000,47356,2373,0
26,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,GkRKxnEa5Vs,"CHICKEN FRIED RICE🔥 CHICKEN LOLLIPOP, CHICKEN SCHEZWAN NOODLES, MANCHURIAN, CHILLI CHICKEN AND EGGS","Chicken Lollipop Recipe 

https://youtu.be/zo_rv_JSIy4





Sunny Side Up Egg Recipe 

https://youtu.be/MX_hill68A0





Chicken Fried Rice Recipe 

https://youtu.be/DMD0qoH_oGI





Chilli Chicken Recipe 

https://youtu.be/5nQsFRVyI8E





Chicken Manchurian Recipe (Not Red)

https://youtu.be/diQJFpAbH5Y





Vegetable Manchurian Recipe (Not Red)

https://youtu.be/sCGUFEn_sAw





Chicken Hakka Noodles Recipe (Not Red)

https://youtu.be/AS6Xado1YkE





Veg Hakka Noodles Recipe (Not Red)

https://youtu.be/d_Cnzcod8o4





#chickenlollipop 
#chickennoodles 
#chickenfriedrice 
#foodchallenge 
#asmrvideos 
#eatingchallenge 
#spicyfood 
#asmrmukbang 
#mukbang 
#eatingshow 
#asmreating 
#bigbites 
#indianmukbang





Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:12:25,12 min 21 sec,false,7881582,139016,5325,0
27,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,iESJn8XmUOw,"SPICY CHICKEN SHAWARMA, MOZZARELLA CHEESE BALLS, CHICKEN BURGER AND ALOO TIKKI BURGER 🍔 EATING SHOW","Potato Cheese Ball Recipe 

https://youtu.be/YjBMOxxjOgU





Chicken Shawarma Recipe 

https://youtu.be/yNVqR-yM-L4






Chicken Burger Recipe 

https://youtu.be/fzTnZjojUa4





Aloo Tikki Burger Recipe 

https://youtu.be/1TF_tigP69U






Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz







Schezwan Chutney Amazon Link

https://amzn.to/3fSoMAe








Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/




#chickenshawarma
#chickenburger 
#mozzarellaballs",08-01-2022,17:14:01,12 min 21 sec,false,5234843,91642,5475,0
28,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,wl1S7XQSUlk,SPICY BLACK BEAN NOODLES 🔥 WITH RICE CAKES AND KOREAN FRIED DRUMSTICKS 🍗 WITH BOILED EGGS |MUKBANG,"Korean Fried Drumsticks Recipe 

https://youtu.be/tSffBuW00oI






Rice Cake Recipe 

https://youtu.be/MWOCITgH8XA






Black Bean Noodles Amazon Link 

https://amzn.to/34LLnIs





#blackbeannoodles 
#ricecakes 
#koreanfriedchicken 
#bigbites 
#foodchallenge 
#asmrvideos 
#eatingchallenge 
#eatingshow 
#mukbang 
#asmreating 
#indianmukbang 
#spicyfood 
#asmrmukbang






Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:14:52,11 min 58 sec,false,4183200,76742,5475,0
29,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,DL3bqd-qNp8,"SPICY SOUPY MOMO MANCHURIAN 🥟 WITH CHEETOS CHEESY CORN DOGS AND CHICKEN BURGER, VEG BURGER| MUKBANG","Cheetos Cheese Corn Dog Recipe 

https://youtu.be/5SvqSvNlgUo






Momo Manchurian Recipe 

https://youtu.be/VEa_MRKh8Uk





Chicken Burger Recipe 

https://youtu.be/fzTnZjojUa4




Veg Burger Recipe 

https://youtu.be/1TF_tigP69U




Cheetos Amazon Link 

https://amzn.to/2Rqre7O




#cheesycorndogs
#momomanchurian
#chickenburger
#mukbang
#asmrmukbang
#asmrvideos
#foodchallenge
#eatingchallenge
#spicyfood
#spicyfoodchallenge




Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz




Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:15:27,12 min 26 sec,false,4170555,76368,3844,0
30,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,qghkuqCnDsY,"DAHI PURI, CHEESY PIZZA, MAGGI, PANEER FRANKIE, FRIED MANCHURIAN, PAN PIZZA AND SANDWICH,EATING SHOW","Paneer Frankie Recipe 

https://youtu.be/NY4rzwlGU-k






Dahi Puri Recipe 

https://youtu.be/w4SADzcWl3w





Pasta Pizza Recipe 

https://youtu.be/DBQPXWZGnjs





Aloo Pattie Burger Recipe 

https://youtu.be/1TF_tigP69U





Vegetable Maggi Recipe 

https://youtu.be/Cb5x8z7ql-o




Chinese Maggi Recipe 

https://youtu.be/OIdpqo08eFs





Veg Manchurian Recipe 

https://youtu.be/sCGUFEn_sAw





Chicken Manchurian Recipe 

https://youtu.be/diQJFpAbH5Y





Sandwich Recipe 

https://youtu.be/JPnoG3xmebo






#streetfood
#cheesypizza
#bigbites
#mukbang
#indianstreetfood
#eatingshow
#asmrvideos
#foodchallenge
#eatingchallenge
#spicyfood
#asmrmukbang
#indianfood





Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:16:34,12 min 48 sec,false,9078957,140093,6852,0
31,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,NWChXZ_Jorw,"SPICY SCHEZWAN FRIED RICE 🔥 HAKKA NOODLES, CHICKEN LOLLIPOP AND CHILLI CHICKEN | FOOD EATING SHOW","Chicken Lollipop Recipe 

https://youtu.be/zo_rv_JSIy4




Chicken Chicken Recipe 

https://youtu.be/5nQsFRVyI8E





Chicken 65 Recipe 

https://youtu.be/ei7_DzVqX1M






Hakka Noodles Recipe 

https://youtu.be/AS6Xado1YkE






Chicken Fried Rice Recipe 

https://youtu.be/fefOUjRj0PQ






#chickenfriedrice
#chickenlollipop
#maddy&mummy
#bigbites
#bigbitesmukbang
#indianmukbang
#asmrvideos
#asmrmukbang
#foodchallenge
#eatingchallenge
#indianfood
#foodeatingvideos






Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:16:51,12 min 39 sec,false,11753329,180785,6215,0
32,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,ehXpNPkS8GQ,INDOMIE MI GORENG NOODLES WITH CHEETOS CHICKEN BURGER AND FRIED CHICKEN LEG PIECE | FOOD EATING SHOW,"Cheetos Chicken Burger Recipe 

https://youtu.be/7GwTwWxtz9c





Fried Chicken Leg Piece Recipe 

https://youtu.be/M13W4jY2PfI





Cheetos Amazon Link

https://amzn.to/3cVgyFF





Indomie Noodles Amazon Link

https://amzn.to/3xvLtjM





Mayonnaise Amazon Link 

https://amzn.to/3zBIVCw





#indomienoodles
#cheetosburger
#friedchicken
#bigbites
#mukbang
#indianmukbang
#indianfood
#foodchallenge
#eatingchallenge
#spicyfood
#spicyfoodchallenge
#asmrvideos
#eatingshow
#asmreatingshow
#asmrmukbang
#asmreating





Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz





Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:17:14,12 min 20 sec,false,1407050,41487,6215,0
33,PL4f1fCd16xlICVQH-i80n13RVgSbEyDyF,8lbNv0-32mE,TANDOORI WHOLE CHICKEN 🐓 WITH ANIMAL STYLE FRIES AND OMELETTE | BIG BITES | MESSY EATING | MUKBANG,"Animal Style Fries Recipe 

https://youtu.be/dCiYbn2gaz8






Tandoori Whole Chicken Recipe 

https://youtu.be/aJgVFLyL7cc






#wholechicken
#animalstylefries
#bigbitesmukbang
#mukbang
#indianmukbang
#asmrmukbang
#indianfood
#indianfoodeating
#foodchallenge
#eatingchallenge
#asmrvideos
#asmreatingshow
#eatingshow
#spicyfoodchallenge
#foodeating







Talk to me on Instagram 

https://instagram.com/madhuri_lahiri?igshid=155hnliay7jaz




Talk to me on Facebook 

https://www.facebook.com/MaddyEats-104339091625112/",08-01-2022,17:19:07,11 min 54 sec,false,2155647,47018,2596,0
